x,log2(x)
0.100000,-3.321928
0.200000,-2.321928
0.300000,-1.736966
0.400000,-1.321928
0.500000,-1.000000
0.600000,-0.736966
0.700000,-0.514573
0.800000,-0.321928
0.900000,-0.152003
1.000000,-0.000000
1.100000,0.137504
1.200000,0.263034
1.300000,0.378512
1.400000,0.485427
1.500000,0.584963
1.600000,0.678072
1.700000,0.765535
1.800000,0.847997
1.900000,0.925999
2.000000,1.000000
2.100000,1.070389
2.200000,1.137504
2.300000,1.201634
2.400000,1.263034
2.500000,1.321928
2.600000,1.378512
2.700000,1.432959
2.800000,1.485427
2.900000,1.536053
3.000000,1.584963
3.100000,1.632268
3.200000,1.678072
3.300000,1.722466
3.400000,1.765535
3.500000,1.807355
3.600000,1.847997
3.700000,1.887525
3.800000,1.925999
3.900000,1.963474
4.000000,2.000000
4.100000,2.035624
4.200000,2.070389
4.300000,2.104337
4.400000,2.137504
4.500000,2.169925
4.600000,2.201634
4.700000,2.232661
4.800000,2.263034
4.900000,2.292782
5.000000,2.321928
